,Y,T,C
0,2.9123452156154825,1.2426193764920568,0.40436562748676147
1,1.3758518724255837,0.9657142834358656,1.6095238057264427
2,1.9847154723678133,1.3296348346804976,2.2160580578008293
3,2.485212631133668,1.188120630407424,0.3135343840123736
4,0.46252955631110193,0.11529243608671547,-1.474512606522141
5,-1.6447649021775785,-0.4115357471035987,-0.6858929118393312
6,1.9720298106199983,1.208595606960171,0.34765934493361855
7,0.2524653685924123,-0.9313022923463798,-1.5521704872439666
8,3.513274473256277,0.9995626333828548,-0.0007289443619086495
9,1.155048584858407,0.5725830557522108,-0.7123615737463154
10,3.300039404736394,2.2670853866320266,2.1118089777200444
11,1.690212153704159,0.5804541590622948,0.967423598437158
12,0.7271006210058646,0.09994604935361606,-1.5000899177439733
13,0.7406345552948863,0.7232802730009349,1.205467121668225
14,3.0998667297396922,0.36332988310460235,-1.0611168614923294
15,1.4453664537447926,1.8144014334050578,1.3573357223417633
16,0.34535098709329076,0.6344127420675911,1.0573545701126519
17,0.9673041961121807,1.3724455110736118,0.6207425184560198
18,-0.5269978766857568,-1.4029710357248697,-2.3382850595414495
19,1.5031181436298853,0.3370243382279704,-1.1049594362867161
20,4.9017605235224995,1.6557821452732622,1.0929702421221037
21,-1.4827522398975639,-0.7090648638488911,-1.1817747730814852
22,-0.3156794925730317,-0.11442350991124314,-0.19070584985207192
23,2.202240894531509,1.24962342487598,2.0827057081266336
24,2.5440791582752884,1.3708766502670426,0.6181277504450712
25,-1.1357314229560123,-0.7641454737396217,-1.2735757895660362
26,0.40234414766321913,0.15372526335362294,0.2562087722560382
27,0.8548636945852919,0.8633348207241867,-0.2277752987930223
28,-1.1273314799402256,-0.3220322389468807,-0.5367203982448012
29,2.0716641398327718,1.2476512200415444,0.41275203340257416
30,-0.46725493164324705,0.47680166901198306,0.7946694483533051
31,1.441582467556409,1.232039694540311,2.053399490900518
32,1.642535802615436,0.9924377623625581,-0.012603729395736446
33,1.8663986316592378,0.7503280497895515,-0.41611991701741413
34,0.043457614754679574,1.040211501546598,1.7336858359109968
35,-0.8411052598147897,-0.161341364154183,-0.268902273590305
36,0.0500898776219163,1.1026179859024898,1.8376966431708164
37,0.6253288003726023,0.014322931249691029,0.02387155208281838
38,-1.5164605660134804,-0.9236783258845945,-1.5394638764743243
39,2.738334043030981,1.2406627727014865,0.40110462116914425
40,2.2886305739659374,1.0102797031612187,0.01713283860203112
41,1.2247789429474447,1.0897271021242854,0.14954517020714236
42,1.3572606259031128,0.5177164455852149,0.862860742642025
43,0.32254653905001796,-0.041207745112999836,-0.06867957518833306
44,-0.4890657349488027,0.9759017597657323,1.6265029329428873
45,2.7517619859032423,0.5587487745900459,0.9312479576500766
46,2.588917010549993,1.4511526666699572,0.7519211111165955
47,-1.1244937346922834,-0.25083215649887985,-0.4180535941647998
48,2.8003216703837936,1.4200568802069133,0.7000948003448555
49,-1.5902745547908848,-0.5036677616955785,-0.8394462694926309
50,1.1539212458554575,1.3408641277982127,0.5681068796636878
51,1.8634130077708169,1.4858808982121547,0.8098014970202579
52,0.9720472146452808,-0.2623987876509335,-2.1039979794182226
53,0.006193165982560478,0.0834694067494598,-1.5275509887509005
54,-0.05910803419873091,0.05686371871543844,0.09477286452573074
55,-0.4865898560460241,-0.9233082389502664,-1.5388470649171107
56,3.3590632147444297,1.4193572584328658,0.6989287640547762
57,1.3715369657175878,1.4803388541727633,0.8005647569546056
58,2.482490294586958,1.3147234535785814,0.5245390892976357
59,3.255968176039059,0.8242786788982457,-0.2928688685029238
60,3.1022986057149544,0.2977455804217538,-1.1704240326304103
61,0.8796317759949803,0.13273338979989568,-1.4454443503335073
62,1.697272281060182,-0.29541234431827723,-2.1590205738637955
63,0.3043099076997562,1.297436064248234,0.4957267737470569
64,0.16594599738808183,0.041618490969698725,0.06936415161616455
65,-0.3020233958124041,-0.8689070626173595,-1.4481784376955993
66,0.1012803659781093,-0.56002591900874,-0.9333765316812334
67,0.11466086336693447,0.036268735995629964,0.06044789332604994
68,0.1921948907027452,-0.07944792520270472,-0.13241320867117454
